customer_id,sales_price,transaction_date
2114781,2533,2001-02-18
2114798,1409,2001-01-14
2114828,238,2001-02-02
2114880,625,2001-01-19
2114910,104,2001-02-11
2114972,531,2000-11-19
2114989,278,2001-02-26
2115009,1817,2000-11-22
2115016,1356,2000-12-16
2115023,288,2001-02-21
2115061,2237,2001-02-20
2115078,522,2001-02-17
2115191,1170,2000-12-31
2115207,282,2001-02-12
2115221,344,2001-02-23
2115245,892,2001-01-10
2115269,2082,2001-02-18
2115283,250,2001-02-21
2115290,646,2001-02-11
2115306,230,2001-02-25
2115344,644,2001-02-05
2115351,174,2001-01-27
2115382,19,2000-12-13
2115399,627,2001-01-19
2115412,434,2001-02-20
2115436,982,2001-02-14
2115474,683,2000-12-17
2115481,296,2001-02-26
2115511,605,2001-02-04
2115566,378,2001-02-17
2115580,567,2001-02-25
2115634,2121,2001-01-21
2115658,352,2001-02-12
2115665,443,2001-02-21
2115696,38,2001-02-23
2115702,38,2001-02-23
2115719,175,2001-02-10
2115733,58,2001-02-16
2115764,206,2001-02-09
2115771,109,2001-02-23
2115795,7539,2001-02-27
2115801,116,2001-02-06
2115825,198,2001-01-17
2115849,26,2001-02-19
2115863,557,2001-02-24
2115917,23,2001-01-02
2115924,161,2001-01-02
2115979,281,2001-02-21
2115993,38,2001-02-21
2116037,645,2001-02-20
2116082,60,2000-12-14
2116099,165,2001-02-21
2116105,452,2001-02-25
2116112,1998,2001-02-17
2116129,1062,2001-02-19
2116150,38,2001-02-23
2116174,1999,2000-11-19
2116181,132,2001-02-09
2116198,506,2001-02-05
2116310,1874,2000-12-08
2116334,190,2000-11-01
2116389,93,2001-02-20
2116402,184,2001-02-15
2116419,462,2001-02-21
2116440,274,2000-12-03
2116488,276,2001-01-17
2116501,4668,2001-02-10
2116518,217,2001-02-25
2116532,124,2001-02-25
2116587,1956,2001-02-24
2116631,444,2000-11-12
2116686,315,2000-11-20
2116716,49,2001-02-17
2116754,582,2001-02-27
2116860,294,2001-01-10
2116884,772,2001-01-30
2116907,1335,2001-01-17
2116938,1663,2000-11-25
2116952,46,2001-02-20
2116969,157,2001-02-22
2116976,187,2000-12-16
2117003,313,2000-11-27
2117102,56,2001-02-19
2117133,386,2001-02-27
2117164,1321,2000-12-18
2117171,437,2000-11-02
2117218,240,2000-12-31
2117232,283,2001-01-16
2117256,1146,2001-02-05
2117263,1372,2001-02-08
2117287,1160,2001-02-14
2117294,2403,2001-01-16
2117300,526,2001-02-19
2117317,689,2001-02-05
2117331,1564,2001-01-28
2117348,376,2001-01-16
2117379,854,2001-01-27
2117393,418,2001-01-21
2117416,268,2000-11-05
2117430,315,2000-12-03
2117461,1510,2001-02-28
2117508,3307,2001-01-20
2117522,5580,2001-02-28
2117539,1407,2000-12-01
2117577,149,2001-01-15
2117614,100,2001-02-28
2117621,1156,2001-02-07
2117645,267,2001-02-26
2117652,348,2001-01-23
2117690,302,2001-02-18
2117706,648,2001-02-24
2117737,195,2001-01-21
2117805,1135,2001-02-11
2117812,220,2001-02-16
2117850,670,2001-01-13
2117898,678,2000-12-17
2117904,798,2000-11-07
2117928,70,2000-11-12
2117935,62,2000-11-10
2117966,1134,2000-11-06
2118000,1327,2001-01-01
2118024,461,2001-01-23
2118079,208,2001-02-28
2118093,121,2001-02-20
2118116,919,2000-11-16
2118147,368,2000-11-05
2118154,233,2001-02-28
2118215,1294,2001-02-11
2118246,2331,2001-02-05
2118253,617,2001-01-01
2118260,55,2000-11-22
2118284,2122,2001-02-15
2118291,2256,2001-02-24
2118314,2173,2001-01-30
2118338,142,2001-02-28
2118352,236,2000-11-28
2118369,467,2001-02-03
2118413,395,2001-02-06
2118444,2707,2001-01-13
2118451,137,2001-01-01
2118529,597,2001-02-28
2118550,215,2001-02-09
2118628,259,2001-01-11
2118635,1162,2001-02-04
2118659,1842,2001-01-13
2118666,76,2000-11-29
2118673,108,2000-11-24
2118697,324,2001-02-13
2118741,953,2001-01-23
2118772,250,2001-01-28
2118789,427,2001-02-24
2118796,597,2001-02-02
2118802,110,2001-01-09
2118819,720,2001-02-12
2118826,528,2000-12-15
2118857,129,2001-01-02
2118888,413,2001-02-15
2118918,639,2001-01-01
2118932,581,2001-01-01
2118949,1451,2000-12-08
2118994,142,2001-02-03
2119038,1333,2000-12-02
2119076,335,2000-11-12
2119083,2319,2001-02-23
2119120,878,2001-02-28
2119137,331,2000-11-10
2119168,193,2001-02-27
2119182,964,2001-02-13
2119199,38,2001-02-23
2119267,1671,2001-02-15
2119281,1303,2001-02-13
2119366,915,2001-02-06
2119397,38,2001-02-21
2119427,468,2001-02-13
2119458,59,2001-01-26
2119465,1467,2001-01-22
2119472,577,2000-11-09
2119489,318,2001-02-27
2119533,2670,2001-02-15
2119564,467,2001-02-24
2119595,2238,2001-02-14
2119632,326,2001-02-21
2119649,149,2000-11-22
2119656,1716,2000-11-12
2119717,1099,2000-12-17
2119724,1861,2001-02-24
2119762,390,2000-12-14
2119779,99,2001-02-25
2119793,245,2001-02-23
2119823,449,2000-12-05
2119847,506,2001-02-05
2119861,111,2001-02-26
2119960,357,2000-12-06
2119984,487,2000-12-08
2119991,1586,2001-02-28
2120003,384,2001-02-26
2120010,1044,2001-02-28
2120034,1447,2000-11-23
2120041,231,2000-11-12
2120065,180,2000-11-12
2120096,26,2001-02-23
2120133,419,2001-01-18
2120140,1013,2001-01-01
2120188,888,2001-02-14
2120225,56,2001-02-23
2120263,71,2001-01-23
2120270,96,2000-11-24
2120348,171,2001-02-04
2120379,407,2001-02-17
2120393,1040,2001-02-10
2120423,2106,2001-01-30
2120430,534,2000-11-11
2120454,244,2000-12-10
2120461,1558,2001-02-25
2120522,360,2001-01-23
2120539,278,2001-02-24
2120546,2865,2001-02-10
2120560,833,2001-01-21
2120577,245,2000-11-30
2120621,1840,2001-02-25
2120669,1382,2000-11-19
2120676,864,2001-02-24
2120690,508,2001-02-18
2120706,18,2000-12-09
2120829,546,2001-02-19
2120836,935,2001-02-24
2120850,2921,2001-02-18
2120881,942,2001-02-02
2120898,39,2001-02-14
2120904,604,2001-02-15
2120966,824,2001-02-22
2120973,381,2001-02-23
2121031,961,2001-01-16
2121048,730,2000-11-11
2121055,2034,2001-02-28
2121062,2367,2001-01-23
2121123,780,2000-11-13
2121147,1551,2001-01-18
2121161,333,2000-11-22
2121192,1865,2001-02-25
2121239,875,2001-02-28
2121291,629,2000-11-06
2121321,709,2001-01-13
2121345,2853,2001-02-26
2121369,4071,2001-02-06
2121383,474,2001-02-03
2121413,796,2001-02-08
2121420,1071,2001-01-20
2121444,225,2001-02-28
2121451,1625,2000-11-25
2121468,5596,2001-01-10
2121475,664,2001-02-28
2121482,121,2000-12-08
2121499,323,2001-02-04
2121512,36,2001-01-12
2121536,1155,2000-11-29
2121635,1765,2001-01-21
2121642,3053,2001-02-24
2121673,118,2000-12-06
2121703,131,2001-02-11
2121727,143,2000-12-31
2121734,397,2001-02-04
2121765,784,2001-02-25
2121772,303,2001-02-17
2121826,906,2001-02-27
2121871,2017,2001-01-12
2121888,89,2000-11-14
2121895,181,2001-02-22
2121901,123,2001-01-11
2121918,1766,2001-02-03
2121925,813,2000-12-01
2121949,98,2001-02-27
2121956,761,2001-02-17
2121970,646,2001-02-12
2122007,1208,2000-11-23
2122021,546,2001-02-19
2122038,1894,2001-01-21
2122045,747,2001-02-25
2122052,108,2001-02-24
2122069,2309,2001-01-21
2122120,143,2000-11-08
2122144,1428,2000-11-02
2122175,1285,2001-01-26
2122199,839,2000-11-17
2122205,1707,2000-11-25
2122229,119,2000-12-07
2122236,728,2001-01-20
2122267,245,2001-02-11
2122274,64,2001-02-23
2122304,984,2000-12-16
2122328,328,2001-02-15
2122342,2428,2000-12-30
2122359,1091,2001-02-28
2122366,289,2001-02-04
2122397,2490,2001-02-07
2122403,465,2000-12-03
2122410,142,2001-02-09
2122441,123,2001-02-13
2122489,2546,2000-12-03
2122496,358,2001-02-25
2122533,14,2001-02-23
2122557,400,2001-02-09
2122625,247,2000-12-10
2122632,1117,2000-12-15
2122649,2243,2000-12-09
2122687,239,2000-12-31
2122724,2387,2001-01-24
2122762,99,2001-01-16
2122786,1284,2001-01-18
2122809,1114,2000-12-10
2122816,1766,2001-01-22
2122823,622,2001-02-24
2122854,461,2001-02-26
2122878,132,2001-02-10
2122960,670,2000-12-03
2123127,1296,2000-12-30
2123134,1376,2001-01-18
2123158,975,2000-12-30
2123196,858,2001-02-25
2123202,607,2001-02-18
2123318,862,2001-01-20
2123332,271,2001-01-22
2123349,1407,2001-02-24
2123356,1731,2000-12-01
2123370,786,2001-01-13
2123387,546,2001-02-19
2123394,546,2001-02-19
2123431,969,2001-02-28
2123448,1826,2000-12-02
2123455,1904,2001-02-24
2123486,1088,2001-02-19
2123509,59,2000-11-21
2123547,234,2001-02-21
2123554,952,2001-02-21
2123585,2826,2001-02-02
2123608,530,2000-11-07
2123622,1961,2000-12-17
2123639,844,2001-01-18
2123646,352,2001-01-13
2123677,948,2001-02-01
2123691,353,2001-01-09
2123745,134,2001-02-21
2123752,58,2001-01-20
2123776,1121,2001-02-27
2123783,680,2000-12-15
2123790,374,2000-11-24
2123837,208,2001-02-09
2123851,546,2001-02-19
2123882,890,2000-12-18
2123899,1739,2001-02-05
2123929,645,2001-02-03
2123936,184,2001-02-21
2123943,1045,2001-02-27
2123981,2944,2000-11-05
2124032,286,2001-02-14
2124049,243,2001-02-23
2124117,132,2001-02-18
2124124,30,2000-11-11
2124131,1527,2001-01-27
2124155,446,2001-02-21
2124193,5143,2001-01-21
2124209,331,2001-02-25
2124223,399,2001-02-22
2124230,2384,2000-12-03
2124339,173,2001-02-15
2124353,2224,2001-02-09
2124384,2117,2001-01-13
2124414,678,2000-11-26
2124452,257,2001-02-21
2124469,3149,2001-02-25
2124506,2646,2000-11-26
2124568,351,2001-01-21
2124612,637,2001-01-14
2124636,465,2001-02-04
2124674,138,2001-02-22
2124681,58,2001-02-25
2124711,1086,2000-11-11
2124728,1224,2001-01-13
2124759,2802,2001-01-28
2124797,982,2001-02-24
2124803,419,2000-12-03
2124810,135,2001-02-04
2124827,1235,2001-01-22
2124858,2132,2001-02-06
2124957,517,2001-02-04
2124971,180,2001-01-17
2124988,308,2000-12-05
2124995,86,2001-02-16
2125022,1129,2001-02-03
2125046,98,2001-02-27
2125121,779,2001-02-19
2125138,173,2000-11-04
2125145,89,2000-12-17
2125152,179,2000-11-15
2125169,341,2001-02-27
2125190,1103,2001-01-20
2125237,381,2001-02-28
2125244,846,2001-02-01
2125268,419,2001-01-30
2125282,120,2001-01-13
2125299,108,2001-02-28
2125329,925,2000-11-04
2125336,1384,2001-02-17
2125367,833,2000-12-14
2125374,439,2001-01-24
2125435,1592,2001-02-15
2125510,97,2000-12-14
2125534,1820,2001-02-27
2125558,5394,2001-02-11
2125572,2154,2001-02-23
2125596,29,2001-02-25
2125626,2421,2000-12-15
2125640,319,2001-02-20
2125770,1298,2000-11-26
2125817,89,2001-02-09
2125824,359,2001-02-24
2125855,358,2001-01-01
2125886,276,2000-12-28
2125893,87,2000-12-28
2125978,772,2000-12-26
2125992,3022,2001-01-12
2126098,376,2001-02-03
2126135,26,2001-02-21
2126180,671,2001-01-28
2126203,561,2001-02-15
2126272,936,2001-02-22
2126289,177,2000-12-29
2126296,777,2000-12-31
2126302,529,2001-02-22
2126326,2704,2000-11-22
2126340,221,2000-12-03
2126388,137,2001-02-13
2126395,569,2001-01-10
2126401,278,2000-11-15
2126425,2188,2001-02-19
2126432,151,2000-11-23
2126449,458,2001-02-28
2126456,217,2001-02-25
2126517,721,2000-11-26
2126531,336,2001-02-11
2126609,351,2001-02-25
2126630,541,2000-11-06
2126692,72,2001-02-11
2126715,147,2001-02-12
2126722,2071,2001-01-20
2126739,42,2001-01-16
2126753,218,2001-02-23
2126777,861,2001-02-04
2126791,26,2001-02-20
2126807,571,2001-01-21
2126845,612,2001-02-20
2126852,153,2001-01-31
2126869,242,2001-01-18
2126883,852,2001-02-19
2126913,3612,2001-01-20
2126937,26,2001-02-22
2126944,496,2000-12-31
2126951,536,2001-02-24
2126968,1030,2000-11-28
2127002,219,2001-02-26
2127019,663,2001-02-10
2127026,487,2001-02-07
2127057,648,2000-12-07
2127064,932,2001-01-14
2127088,1495,2000-12-31
2127095,903,2000-11-23
2127125,3450,2001-01-14
2127132,1077,2001-01-21
2127163,3160,2001-01-28
2127170,198,2001-02-27
2127187,300,2001-02-24
2127231,3720,2001-01-15
2127293,148,2001-02-22
2127330,278,2001-02-25
2127347,212,2000-11-27
2127354,1282,2001-02-11
2127378,910,2001-02-23
2127408,533,2001-01-01
2127422,1116,2000-12-02
2127446,1601,2000-12-17
2127453,443,2001-02-24
2127484,3051,2001-01-09
2127491,3557,2001-02-28
2127538,1598,2000-12-10
2127552,1449,2001-01-26
2127569,75,2001-02-12
2127576,284,2001-02-09
2127613,1142,2001-02-10
2127637,411,2001-02-28
2127675,831,2000-12-14
2127682,2011,2001-01-22
2127705,115,2001-02-08
2127781,1802,2001-01-22
2127798,1226,2001-02-03
2127842,3932,2001-02-19
2127866,1817,2001-01-21
2127873,139,2000-12-03
2127910,394,2001-02-24
2127965,1543,2000-12-09
2127972,688,2000-11-10
2127996,53,2001-01-02
2128009,232,2001-02-26
2128016,2087,2001-01-19
2128030,395,2001-02-24
2128061,1980,2000-11-13
2128108,1441,2000-12-17
2128139,162,2001-02-25
2128146,1872,2001-02-08
2128184,565,2001-02-22
2128191,119,2001-01-21
2128207,838,2001-01-11
2128214,1092,2001-01-21
2128238,26,2001-02-21
2128245,26,2001-02-21
2128269,39,2001-02-15
2128276,295,2001-02-22
2128290,126,2000-12-05
2128443,624,2001-02-26
2128481,186,2000-11-12
2128504,991,2001-02-23
2128511,735,2001-01-28
2128535,618,2001-01-13
2128566,261,2001-02-08
2128580,274,2001-02-10
2128597,372,2001-02-25
2128610,129,2000-11-10
2128641,553,2001-01-31
2128696,412,2001-01-10
2128719,789,2000-11-04
2128726,198,2001-01-17
2128733,336,2001-02-09
2128740,38,2001-02-23
2128764,638,2000-12-03
2128771,420,2001-02-05
2128795,541,2001-02-26
2128801,227,2001-02-26
2128825,378,2000-11-21
2128832,1322,2000-12-05
2128863,201,2000-12-26
2128870,2796,2001-01-22
2128900,91,2001-02-23
2128917,192,2000-12-05
2128924,65,2001-02-23
2128948,175,2001-02-26
2128955,713,2001-02-07
2129037,534,2000-11-05
2129044,401,2001-02-02
2129051,136,2001-02-02
2129068,815,2001-02-14
2129099,1973,2001-01-01
2129181,753,2000-12-05
2129198,566,2001-02-13
2129273,1058,2001-01-18
2129280,205,2001-02-27
2129297,18,2000-11-30
2129327,59,2001-02-23
2129334,84,2001-01-29
2129341,925,2000-12-27
2129419,110,2000-12-04
2129471,26,2001-02-21
2129488,296,2001-02-19
2129501,1535,2001-02-08
2129518,82,2000-11-02
2129549,2249,2001-01-11
2129594,415,2001-02-27
2129600,1041,2001-02-13
2129617,1157,2001-01-31
2129624,288,2001-01-09
2129648,79,2000-12-15
2129709,1001,2001-01-23
2129723,677,2001-01-22
2129754,1131,2000-11-23
2129778,180,2001-02-05
2129785,533,2000-11-30
2129792,479,2000-12-09
2129822,652,2000-12-18
2129846,215,2000-12-17
2129877,1410,2001-01-20
2129914,5123,2000-12-31
2129921,296,2001-02-26
2129976,695,2001-02-12
2130026,1442,2001-02-24
2130033,1278,2001-02-12
2130088,489,2001-02-28
2130095,1002,2001-02-24
2130118,375,2001-02-21
2130149,149,2000-12-03
2130187,975,2001-02-17
2130255,278,2001-02-08
2130262,3030,2000-11-25
2130309,356,2001-02-18
2130323,780,2000-11-13
2130330,185,2001-02-20
2130361,315,2001-02-10
2130378,469,2001-02-28
2130385,490,2001-02-09
2130392,296,2001-02-19
2130408,5108,2001-01-21
2130422,971,2000-12-09
2130446,440,2000-12-02
2130460,158,2001-02-21
2130477,1443,2001-01-23
2130552,430,2001-02-01
2130569,702,2001-02-17
2130583,278,2001-02-25
2130606,678,2000-11-23
2130613,349,2001-02-27
2130620,111,2001-02-23
2130675,648,2001-02-18
2130705,638,2001-01-21
2130743,1020,2001-01-17
2130767,219,2001-02-26
2130774,313,2000-12-02
2130798,767,2001-02-21
2130804,30,2000-11-12
2130811,208,2001-02-22
2130866,953,2001-02-23
2130880,1748,2000-11-20
2130897,2798,2000-12-03
2130941,109,2001-01-30
2130958,785,2000-11-12
2130965,850,2001-02-27
2131016,715,2001-02-08
2131030,1203,2001-02-27
2131047,483,2001-01-19
2131054,43,2001-02-27
2131078,26,2001-02-23
2131115,223,2001-02-28
2131139,289,2000-11-23
2131146,817,2001-02-24
2131153,346,2000-12-06
2131160,523,2001-02-07
2131214,24795,2001-01-16
2131221,1993,2001-02-25
2131238,559,2000-12-10
2131245,63,2001-02-11
2131252,2915,2001-01-11
2131269,839,2000-12-11
2131276,1749,2001-02-01
2131283,112,2000-11-28
2131306,183,2001-02-03
2131351,663,2001-02-09
2131375,1134,2001-02-25
2131382,816,2001-02-26
2131399,92,2001-02-22
2131405,352,2001-02-12
2131412,373,2001-02-22
2131436,4049,2000-11-26
2131450,2832,2001-02-24
2131498,598,2001-01-01
2131504,129,2001-01-01
2131528,2542,2001-02-24
2131559,617,2001-01-28
2131580,1265,2001-02-04
2131597,737,2000-11-11
2131689,935,2001-02-28
2131696,2220,2001-01-18
2131702,258,2000-11-15
2131719,826,2001-02-25
2131726,1659,2001-02-15
2131733,26,2001-02-22
2131795,1033,2000-11-04
2131818,26,2001-02-19
2131832,645,2000-11-19
2131856,1699,2000-12-11
2131863,208,2001-02-28
2131870,139,2000-11-26
2131917,2189,2000-11-27
2131931,899,2001-01-28
2131979,135,2001-01-27
2132006,66,2001-02-20
2132013,1034,2001-02-25
2132075,1292,2001-02-11
2132105,399,2001-02-20
2132129,130,2001-02-21
2132174,203,2001-02-21
2132181,2239,2000-11-21
2132211,305,2001-01-27
2132228,358,2001-02-06
2132297,492,2001-01-23
2132310,244,2001-02-12
2132334,1980,2001-01-29
2132365,162,2001-02-28
2132372,1118,2001-01-16
2132389,3546,2001-01-19
2132396,15126,2000-12-28
2132402,1943,2001-02-12
2132419,354,2001-02-09
2132433,45,2001-02-19
2132440,465,2001-01-26
2132457,400,2000-11-28
2132471,954,2001-01-17
2132495,1390,2001-02-14
2132532,185,2001-02-27
2132549,391,2001-02-27
2132556,1980,2001-01-29
2132563,1104,2001-02-10
2132570,931,2001-02-23
2132594,1980,2001-01-29
2132624,1499,2001-02-20
2132648,129,2001-02-27
2132679,1980,2001-01-29
2132693,1980,2001-01-29
2132716,156,2000-11-04
2132754,2349,2000-12-18
2132778,154,2001-02-28
2132808,797,2001-02-18
2132815,249,2000-11-30
2132839,329,2000-11-03
2132914,1928,2001-01-22
2132938,380,2001-02-17
2132952,1365,2000-11-25
2132976,1579,2001-02-04
2132990,650,2000-11-19
2133003,26,2001-02-20
2133010,1777,2001-02-23
2133072,19623,2001-01-18
2133126,327,2001-02-27
2133133,571,2001-02-11
2133140,198,2000-11-12
2133164,12511,2000-12-28
2133171,451,2001-02-03
2133195,352,2001-01-13
2133249,2687,2001-01-27
2133270,179,2001-01-29
2133324,142,2000-12-15
2133331,2635,2001-01-25
2133379,527,2001-02-10
2133447,1980,2001-01-29
2133461,24795,2001-01-16
2133508,287,2001-01-21
2133553,403,2001-01-26
2133560,26,2001-02-23
2133607,2066,2000-11-12
2133621,25,2001-02-28
2133638,110,2001-02-28
2133652,494,2001-01-30
2133669,26,2001-02-19
2133713,20,2000-11-15
2133720,198,2001-02-26
2133744,129,2001-01-02
2133751,129,2001-01-02
2133775,882,2001-02-04
2133805,26,2001-02-23
2133829,419,2000-12-12
2133867,115,2001-02-23
2133874,5964,2001-02-28
2133881,14,2001-02-28
2133935,26,2001-02-21
2133942,728,2001-01-13
2133966,2737,2000-11-08
2133973,1507,2001-02-14
2134031,1813,2000-11-29
2134048,2053,2001-02-11
2134055,218,2001-01-21
2134109,265,2001-02-16
2134178,149,2001-02-12
2134192,651,2000-12-03
2134222,1389,2001-01-20
2134246,19,2000-11-07
2134284,1289,2001-01-19
2134291,1038,2001-02-25
2134314,250,2001-02-26
2134338,119,2001-01-21
2134345,119,2001-01-21
2134352,792,2001-02-08
2134369,1570,2000-12-03
2134413,499,2001-01-16
2134437,319,2000-12-18
2134444,123,2001-01-21
2134475,976,2001-01-21
2134529,144,2000-11-28
2134543,221,2001-02-25
2134550,385,2001-01-15
2134567,413,2001-02-14
2134574,19,2000-12-13
2134581,19,2000-12-13
2134628,1568,2001-02-24
2134635,109,2001-02-28
2134659,72,2001-02-08
2134666,549,2001-02-15
2134673,714,2001-01-02
2134680,85,2001-02-22
2134710,179,2001-02-15
2134796,172,2001-02-14
2134802,937,2001-02-16
2134819,1980,2001-01-29
2134833,529,2001-01-22
2134840,482,2001-02-25
2134857,131,2001-01-09
2134864,1986,2001-01-22
2134871,752,2001-01-30
2134888,631,2001-01-14
2134895,361,2001-02-26
2134901,356,2001-02-21
2134925,959,2000-12-18
2134956,1322,2001-02-05
2135007,35,2001-01-11
2135021,227,2000-12-16
2135038,1688,2001-02-26
2135069,4262,2000-12-03
2135083,697,2001-01-20
2135090,466,2000-11-15
2135113,1128,2000-11-14
2135144,387,2001-02-11
2135205,275,2001-01-22
2135250,311,2001-02-16
2135267,75,2001-01-20
2135274,327,2001-01-02
2135281,574,2001-01-30
2135304,134,2000-12-03
2135311,149,2001-01-13
2135335,961,2000-12-01
2135366,2460,2001-02-20
2135410,388,2001-02-11
2135427,198,2001-02-08
2135434,404,2001-02-11
2135489,1260,2001-02-22
2135496,280,2001-02-20
2135526,980,2001-02-28
2135533,687,2000-12-02
2135625,14,2001-02-28
2135632,997,2001-01-14
2135656,1650,2000-12-04
2135663,240,2001-02-28
2135694,517,2001-02-06
2135717,38,2001-02-28
2135748,923,2000-11-16
2135755,198,2001-02-26
2135762,872,2001-01-23
2135847,964,2001-01-22
2135854,178,2000-12-30
2135946,1176,2001-01-26
2135953,274,2001-02-10
2136011,1004,2000-12-12
2136028,26,2001-02-21
2136059,232,2000-12-14
2136066,85,2000-11-17
2136097,77,2000-11-15
2136103,179,2000-12-30
2136127,473,2001-02-23
2136134,1059,2000-12-15
2136158,259,2000-12-02
2136165,178,2001-02-16
2136172,917,2001-02-25
2136271,4446,2001-02-07
2136318,471,2000-11-27
2136325,286,2000-11-06
2136332,1405,2001-01-16
2136400,568,2001-01-20
2136417,1560,2001-01-20
2136455,1929,2001-02-11
2136462,388,2000-11-09
2136479,915,2001-02-28
2136493,228,2000-12-05
2136509,377,2001-02-21
2136523,100,2001-02-22
2136547,1269,2000-11-12
2136561,130,2001-02-04
2136578,546,2001-02-21
2136585,807,2000-12-14
2136608,542,2001-02-19
2136622,133,2001-02-19
2136660,360,2001-02-04
2136677,271,2001-02-25
2136776,1676,2000-11-07
2136783,519,2000-11-29
2136813,3848,2001-01-16
2136820,3007,2000-12-09
2136837,2205,2000-12-17
2136844,220,2000-12-02
2136851,276,2001-02-22
2136868,971,2001-02-10
2136967,1183,2001-02-28
2136981,3197,2000-11-12
2137049,589,2001-01-28
2137056,456,2001-02-17
2137063,272,2001-02-28
2137117,1479,2001-02-02
2137148,270,2000-11-22
2137155,2371,2001-02-26
2137216,3246,2000-12-29
2137223,860,2000-12-18
2137346,1892,2001-01-01
2137414,860,2001-02-19
2137421,26,2001-02-23
2137452,249,2001-01-14
2137476,2527,2001-02-16
2137483,11945,2001-01-29
2137506,832,2001-02-17
2137537,2014,2001-01-17
2137568,288,2001-01-09
2137575,397,2001-01-22
2137612,568,2000-11-30
2137629,199,2001-02-15
2137643,846,2001-02-25
2137650,428,2000-11-18
2137674,198,2000-12-27
2137681,795,2001-02-25
2137711,599,2000-12-11
2137728,404,2001-02-15
2137735,278,2001-02-24
2137742,318,2000-11-30
2137797,108,2001-02-20
2137803,1740,2001-02-10
2137834,3209,2001-02-24
2137865,372,2001-02-16
2137889,584,2001-02-07
2137926,376,2001-02-26
2137933,136,2000-12-18
2137940,567,2001-02-07
2138015,326,2001-02-21
2138053,239,2000-12-16
2138077,1980,2001-01-29
2138091,646,2001-01-17
2138107,1980,2001-01-29
2138169,1213,2001-02-11
2138176,445,2000-11-10
2138183,4136,2000-12-09
2138206,607,2000-12-18
2138220,60,2000-11-18
2138237,542,2001-02-22
2138282,806,2001-02-18
2138312,611,2001-01-17
2138329,402,2000-11-06
2138336,355,2000-12-12
2138374,4019,2000-11-24
2138381,747,2001-02-14
2138411,218,2001-02-22
2138435,567,2000-12-16
2138480,1936,2001-02-10
2138527,514,2001-01-01
2138558,2831,2000-11-11
2138565,380,2001-02-24
2138572,1465,2001-02-11
2138596,3067,2001-02-20
2138626,219,2000-12-17
2138640,2599,2001-01-02
2138657,301,2000-11-20
2138688,802,2001-02-20
2138695,244,2001-02-12
2138732,1017,2000-12-11
2138749,171,2000-11-02
2138763,179,2000-11-18
2138800,768,2000-12-17
2138817,1113,2001-01-13
2138824,399,2001-02-28
2138831,664,2001-01-18
2138923,1418,2000-11-18
2138954,2315,2001-02-18
2138978,140,2000-11-16
2138992,328,2000-11-05
2139012,625,2000-11-05
2139043,483,2001-02-03
2139050,1040,2000-11-21
2139081,462,2000-11-26
2139098,1322,2001-02-10
2139104,1562,2001-02-24
2139111,312,2001-02-22
2139128,579,2001-01-17
2139234,723,2000-11-28
2139241,1522,2001-02-19
2139272,643,2000-11-27
2139289,1381,2001-02-23
2139296,1980,2001-01-29
2139340,125,2001-02-25
2139357,129,2001-02-18
2139364,3044,2000-12-16
2139456,264,2001-02-28
2139463,2798,2000-11-24
2139487,692,2001-02-18
2139494,853,2001-02-27
2139524,156,2000-12-03
2139593,560,2000-12-09
2139630,559,2001-02-24
2139678,25,2001-02-09
2139685,287,2000-12-12
2139722,69,2001-02-08
2139753,628,2000-12-31
2139760,45,2001-02-18
2139807,404,2001-01-20
2139814,256,2000-12-06
2139852,489,2001-02-15
2139890,272,2001-02-14
2139913,198,2001-02-26
2139920,330,2000-11-28
2139937,18,2000-11-23
2139944,1993,2001-02-03
2139968,207,2001-01-01
2139975,26,2001-02-21
2140018,113,2001-02-21
2140032,485,2000-11-29
2140087,189,2000-12-28
2140100,218,2000-11-07
2140155,120,2001-01-01
2140186,161,2000-12-26
2140193,161,2000-12-26
2140209,1138,2001-01-14
2140254,1855,2001-02-07
2140292,386,2000-12-16
2140308,2701,2001-02-14
2140315,198,2001-02-24
2140339,329,2001-02-05
2140346,58,2000-12-28
2140353,614,2001-02-26
2140360,199,2001-02-22
2140377,848,2000-11-25
2140391,131,2001-02-06
2140483,930,2000-12-16
2140506,3350,2000-12-18
2140520,3510,2000-11-27
2140544,798,2001-02-15
2140582,135,2001-02-04
2140599,544,2001-02-21
2140629,132,2001-02-24
2140674,429,2001-02-28
2140681,1162,2000-11-12
2140698,1958,2000-11-26
2140711,2289,2001-01-14
2140742,224,2001-02-28
2140773,328,2000-12-03
2140797,816,2000-12-30
2140810,219,2000-12-11
2140834,1392,2000-12-17
2140858,98,2001-02-24
2140865,129,2000-11-11
2140919,381,2000-12-10
2140964,1128,2001-02-14
2140988,109,2001-01-27
2140995,1077,2001-01-21
2141008,76,2000-12-30
2141015,410,2001-02-23
2141022,1980,2001-01-29
2141039,518,2001-02-18
2141053,652,2001-02-13
2141077,649,2000-12-27
2141091,965,2001-02-24
2141107,59,2000-11-07
2141121,197,2001-02-23
2141138,370,2000-12-10
2141145,375,2000-12-03
2141152,215,2001-01-16
2141176,158,2000-12-03
2141183,153,2000-12-18
2141190,91,2000-12-06
2141220,450,2001-02-25
2141244,119,2001-01-18
2141251,26,2001-02-28
2141282,1980,2001-01-29
2141329,626,2001-02-27
2141350,789,2001-02-12
2141374,565,2001-02-28
